"V1" "V1" "V1" "V1" "V1"
"3276" "RAD23A" NA NA NA NA
"3277" "WSCD1" NA NA NA NA
"3278" "ARID3B" NA NA NA NA
"3279" "PACS2" NA NA NA NA
"3280" "GEMIN4" NA NA NA NA
"3281" "KLHL28" NA NA NA NA
"3282" "ZBTB18" NA NA NA NA
"3283" "DNHD1" NA NA NA NA
"3284" "GCC1" NA NA NA NA
"3285" "CDC42EP4" NA NA NA NA
"3286" "ZBTB42" NA NA NA NA
"3287" "MAF1" NA NA NA NA
"3288" "SEPHS2" NA NA NA NA
"3289" "BBS10" NA NA NA NA
"3290" "PUF60" NA NA NA NA
"3291" "MED14" NA NA NA NA
"3292" "TDRP" NA NA NA NA
"3293" "ZNF609" NA NA NA NA
"3294" "CCDC66" NA NA NA NA
"3295" "MCFD2" NA NA NA NA
"3296" "NRIP1" NA NA NA NA
"3297" "" NA NA NA NA
"3298" "ZDHHC20" NA NA NA NA
"3299" "PSMG4" NA NA NA NA
"3300" "ZNF792" NA NA NA NA
"3301" "CUEDC1" NA NA NA NA
"3302" "FAM83H" NA NA NA NA
"3303" "ZFP82" NA NA NA NA
"3304" "POLR2A" NA NA NA NA
"3305" "OGFOD3" NA NA NA NA
"3306" "ZNF678" NA NA NA NA
"3307" "RAP2B" NA NA NA NA
"3308" "ZBTB2" NA NA NA NA
"3309" "SETD2" NA NA NA NA
"3310" "MEX3D" NA NA NA NA
"3311" "HKR1" NA NA NA NA
"3312" "C5orf30" NA NA NA NA
"3313" "BAI1" NA NA NA NA
"3314" "LSM10" NA NA NA NA
"3315" "RNF41" NA NA NA NA
"3316" "ZNF329" NA NA NA NA
"3317" "COA4" NA NA NA NA
"3318" "CCDC149" NA NA NA NA
"3319" "MGAT4C" NA NA NA NA
"3320" "ZNF708" NA NA NA NA
"3321" "IST1" NA NA NA NA
"3322" "ERCC6L2" NA NA NA NA
"3323" "CREB3L2" NA NA NA NA
"3324" "TP53TG1" NA NA NA NA
"3325" "TSEN54" NA NA NA NA
"3326" "LDOC1" NA NA NA NA
"3327" "EXT1" NA NA NA NA
"3328" "BACE2" NA NA NA NA
"3329" "B4GALNT4" NA NA NA NA
"3330" "C8orf33" NA NA NA NA
"3331" "FBXL6" NA NA NA NA
"3332" "KBTBD3" NA NA NA NA
"3333" "YBEY" NA NA NA NA
"3334" "NPLOC4" NA NA NA NA
"3335" "CEP97" NA NA NA NA
"3336" "GLRX5" NA NA NA NA
"3337" "FAM104B" NA NA NA NA
"3338" "EPHB3" NA NA NA NA
"3339" "TRAK1" NA NA NA NA
"3340" "SKA2" NA NA NA NA
"3341" "NDN" NA NA NA NA
"3342" "BRICD5" NA NA NA NA
"3343" "TSKU" NA NA NA NA
"3344" "NGRN" NA NA NA NA
"3345" "DDX28" NA NA NA NA
"3346" "ACBD3" NA NA NA NA
"3347" "ALG12" NA NA NA NA
"3348" "RBM10" NA NA NA NA
"3349" "SRPR" NA NA NA NA
"3350" "HMGN4" NA NA NA NA
"3351" "CNOT10" NA NA NA NA
"3352" "PYCR1" NA NA NA NA
"3353" "SLC25A10" NA NA NA NA
"3354" "GPC6" NA NA NA NA
"3355" "RABIF" NA NA NA NA
"3356" "" NA NA NA NA
"3357" "PTTG1IP" NA NA NA NA
"3358" "ABHD16B" NA NA NA NA
"3359" "DAZAP2" NA NA NA NA
"3360" "CECR6" NA NA NA NA
"3361" "ZNF623" NA NA NA NA
"3362" "BCOR" NA NA NA NA
"3363" "KIAA2026" NA NA NA NA
"3364" "OVCH2" NA NA NA NA
"3365" "EP400" NA NA NA NA
"3366" "MEX3B" NA NA NA NA
"3367" "PSMG1" NA NA NA NA
"3368" "PRR14L" NA NA NA NA
"3369" "SETD3" NA NA NA NA
"3370" "FBXL7" NA NA NA NA
"3371" "TANGO2" NA NA NA NA
"3372" "HMCES" NA NA NA NA
"3373" "KLHL25" NA NA NA NA
"3374" "CMTM4" NA NA NA NA
"3375" "CBX6" NA NA NA NA
"3376" "TRAIP" NA NA NA NA
"3377" "SLC35F3" NA NA NA NA
"3378" "LIN9" NA NA NA NA
"3379" "KIRREL" NA NA NA NA
"3380" "IQGAP3" NA NA NA NA
"3381" "TOB2" NA NA NA NA
"3382" "ARSI" NA NA NA NA
"3383" "PRKX" NA NA NA NA
"3384" "ACTG1" NA NA NA NA
"3385" "VPS33B" NA NA NA NA
"3386" "FAM120C" NA NA NA NA
"3387" "NIPSNAP1" NA NA NA NA
"3388" "NR2C2AP" NA NA NA NA
"3389" "CRELD2" NA NA NA NA
"3390" "UBE2F" NA NA NA NA
"3391" "TSPYL2" NA NA NA NA
"3392" "PGP" NA NA NA NA
"3393" "IRAK1" NA NA NA NA
"3394" "TOP1MT" NA NA NA NA
"3395" "TXNRD2" NA NA NA NA
"3396" "FOXO4" NA NA NA NA
"3397" "BEX5" NA NA NA NA
"3398" "SEPT9" NA NA NA NA
"3399" "AMER1" NA NA NA NA
"3400" "ZBTB40" NA NA NA NA
"3401" "EIF4ENIF1" NA NA NA NA
"3402" "RNLS" NA NA NA NA
"3403" "NDUFA12" NA NA NA NA
"3404" "UBE2G2" NA NA NA NA
"3405" "APOO" NA NA NA NA
"3406" "ARMCX2" NA NA NA NA
"3407" "JAG2" NA NA NA NA
"3408" "FMNL1" NA NA NA NA
"3409" "PTRHD1" NA NA NA NA
"3410" "NOC4L" NA NA NA NA
"3411" "NDUFA6" NA NA NA NA
"3412" "DGAT1" NA NA NA NA
"3413" "ROBO2" NA NA NA NA
"3414" "MAFF" NA NA NA NA
"3415" "SEMA4B" NA NA NA NA
"3416" "CIB1" NA NA NA NA
"3417" "ANKS1B" NA NA NA NA
"3418" "MANEAL" NA NA NA NA
"3419" "ZNF445" NA NA NA NA
"3420" "RAB11B" NA NA NA NA
"3421" "PRPF39" NA NA NA NA
"3422" "RBM11" NA NA NA NA
"3423" "WBSCR17" NA NA NA NA
"3424" "ZBTB37" NA NA NA NA
"3425" "GAS2L1" NA NA NA NA
"3426" "C14orf80" NA NA NA NA
"3427" "SMYD3" NA NA NA NA
"3428" "C19orf68" NA NA NA NA
"3429" "TMEM179B" NA NA NA NA
"3430" "PARPBP" NA NA NA NA
"3431" "ROR1" NA NA NA NA
"3432" "L3MBTL1" NA NA NA NA
"3433" "SP1" NA NA NA NA
"3434" "PSMD13" NA NA NA NA
"3435" "ZFP36L1" NA NA NA NA
"3436" "BRWD1" NA NA NA NA
"3437" "PMEL" NA NA NA NA
"3438" "MYBL1" NA NA NA NA
"3439" "DRG1" NA NA NA NA
"3440" "ANKFY1" NA NA NA NA
"3441" "YTHDF3" NA NA NA NA
"3442" "WDR53" NA NA NA NA
"3443" "DMWD" NA NA NA NA
"3444" "DNAH14" NA NA NA NA
"3445" "LAMP1" NA NA NA NA
"3446" "KLHDC8B" NA NA NA NA
"3447" "PTCH1" NA NA NA NA
"3448" "PAGR1" NA NA NA NA
"3449" "RNPC3" NA NA NA NA
"3450" "ZNF267" NA NA NA NA
"3451" "IRS2" NA NA NA NA
"3452" "BICD2" NA NA NA NA
"3453" "TMLHE" NA NA NA NA
"3454" "SLITRK2" NA NA NA NA
"3455" "C15orf41" NA NA NA NA
"3456" "CYP2R1" NA NA NA NA
"3457" "CCDC84" NA NA NA NA
"3458" "BCL9L" NA NA NA NA
"3459" "EDARADD" NA NA NA NA
"3460" "ZNF749" NA NA NA NA
"3461" "MKL2" NA NA NA NA
"3462" "ZNF555" NA NA NA NA
"3463" "NAP1L3" NA NA NA NA
"3464" "BACE1" NA NA NA NA
"3465" "NUDT17" NA NA NA NA
"3466" "KPNA4" NA NA NA NA
"3467" "RPS23" NA NA NA NA
"3468" "PCLO" NA NA NA NA
"3469" "TMEM222" NA NA NA NA
"3470" "GPATCH8" NA NA NA NA
"3471" "C6orf1" NA NA NA NA
"3472" "UBE2H" NA NA NA NA
"3473" "MIR22HG" NA NA NA NA
"3474" "PRR5" NA NA NA NA
"3475" "ZNF732" NA NA NA NA
"3476" "ZNF397" NA NA NA NA
"3477" "TPCN1" NA NA NA NA
"3478" "ZDHHC17" NA NA NA NA
"3479" "CMC1" NA NA NA NA
"3480" "RNF220" NA NA NA NA
"3481" "KIAA1598" NA NA NA NA
"3482" "TSPYL4" NA NA NA NA
"3483" "DYNC2H1" NA NA NA NA
"3484" "BCAM" NA NA NA NA
"3485" "CHP1" NA NA NA NA
"3486" "KCNJ11" NA NA NA NA
"3487" "SIRT7" NA NA NA NA
"3488" "IFT140" NA NA NA NA
"3489" "TET3" NA NA NA NA
"3490" "ZKSCAN4" NA NA NA NA
"3491" "HAPLN4" NA NA NA NA
"3492" "ERC2" NA NA NA NA
"3493" "LIN28B" NA NA NA NA
"3494" "FANCM" NA NA NA NA
"3495" "PEAR1" NA NA NA NA
"3496" "EIF4EBP1" NA NA NA NA
"3497" "CYHR1" NA NA NA NA
"3498" "MORN2" NA NA NA NA
"3499" "C11orf95" NA NA NA NA
"3500" "COL4A5" NA NA NA NA
"3501" "LAMTOR4" NA NA NA NA
"3502" "DCUN1D3" NA NA NA NA
"3503" "ZNF383" NA NA NA NA
"3504" "PLSCR1" NA NA NA NA
"3505" "CHM" NA NA NA NA
"3506" "LCTL" NA NA NA NA
"3507" "SRSF10" NA NA NA NA
"3508" "S100A16" NA NA NA NA
"3509" "TMEM198" NA NA NA NA
"3510" "ZNF548" NA NA NA NA
"3511" "MTF1" NA NA NA NA
"3512" "TMEM201" NA NA NA NA
"3513" "SLX4" NA NA NA NA
"3514" "BEND4" NA NA NA NA
"3515" "FBF1" NA NA NA NA
"3516" "KLRG2" NA NA NA NA
"3517" "FAM120AOS" NA NA NA NA
"3518" "ZNF292" NA NA NA NA
"3519" "ADAT2" NA NA NA NA
"3520" "ZNF567" NA NA NA NA
"3521" "RNFT1" NA NA NA NA
"3522" "LITAF" NA NA NA NA
"3523" "SF3B3" NA NA NA NA
"3524" "MAOA" NA NA NA NA
"3525" "BLOC1S2" NA NA NA NA
"3526" "WDSUB1" NA NA NA NA
"3527" "STK40" NA NA NA NA
"3528" "LCOR" NA NA NA NA
"3529" "ZNF107" NA NA NA NA
"3530" "SUPT3H" NA NA NA NA
"3531" "IARS" NA NA NA NA
"3532" "LONP1" NA NA NA NA
"3533" "TRRAP" NA NA NA NA
"3534" "NUDT11" NA NA NA NA
"3535" "PTPN1" NA NA NA NA
"3536" "ZNF124" NA NA NA NA
"3537" "XRCC6" NA NA NA NA
"3538" "ZNF569" NA NA NA NA
"3539" "ARMCX4" NA NA NA NA
"3540" "ZNF777" NA NA NA NA
"3541" "PIK3R4" NA NA NA NA
"3542" "TRAPPC2" NA NA NA NA
"3543" "MYL6B" NA NA NA NA
"3544" "SIAH1" NA NA NA NA
"3545" "C20orf96" NA NA NA NA
"3546" "GDAP2" NA NA NA NA
"3547" "MYO18A" NA NA NA NA
"3548" "CACNA1H" NA NA NA NA
"3549" "LAMA2" NA NA NA NA
"3550" "MKL1" NA NA NA NA
"3551" "HDAC2" NA NA NA NA
"3552" "WNK3" NA NA NA NA
"3553" "ACN9" NA NA NA NA
"3554" "ZNF136" NA NA NA NA
"3555" "TECPR2" NA NA NA NA
"3556" "ERI2" NA NA NA NA
"3557" "TLE1" NA NA NA NA
"3558" "STRN3" NA NA NA NA
"3559" "ZSCAN16" NA NA NA NA
"3560" "MVB12B" NA NA NA NA
"3561" "ARID5A" NA NA NA NA
"3562" "PPTC7" NA NA NA NA
"3563" "KPNA5" NA NA NA NA
"3564" "ARHGEF12" NA NA NA NA
"3565" "FLNA" NA NA NA NA
"3566" "SRGAP1" NA NA NA NA
"3567" "SLC39A10" NA NA NA NA
"3568" "ZNF585A" NA NA NA NA
"3569" "WDR45" NA NA NA NA
"3570" "METTL9" NA NA NA NA
"3571" "ZNF429" NA NA NA NA
"3572" "ZSCAN25" NA NA NA NA
"3573" "ANXA6" NA NA NA NA
"3574" "ZNF420" NA NA NA NA
"3575" "" NA NA NA NA
"3576" "IGF2R" NA NA NA NA
"3577" "DYNC1H1" NA NA NA NA
"3578" "ZGPAT" NA NA NA NA
"3579" "SLC25A29" NA NA NA NA
"3580" "SRC" NA NA NA NA
"3581" "LRRC8B" NA NA NA NA
"3582" "ABCB8" NA NA NA NA
"3583" "PSMD12" NA NA NA NA
"3584" "C20orf112" NA NA NA NA
"3585" "ENTPD4" NA NA NA NA
"3586" "ZNF165" NA NA NA NA
"3587" "BLM" NA NA NA NA
"3588" "DDI2" NA NA NA NA
"3589" "TRIM33" NA NA NA NA
"3590" "LRP10" NA NA NA NA
"3591" "ZNF675" NA NA NA NA
"3592" "ADARB1" NA NA NA NA
"3593" "HTT" NA NA NA NA
"3594" "SLC2A10" NA NA NA NA
"3595" "MIB2" NA NA NA NA
"3596" "MYO5A" NA NA NA NA
"3597" "SPTAN1" NA NA NA NA
"3598" "NMB" NA NA NA NA
"3599" "ZNF595" NA NA NA NA
"3600" "PARVA" NA NA NA NA
"3601" "RPE" NA NA NA NA
"3602" "EME2" NA NA NA NA
"3603" "ZNF461" NA NA NA NA
"3604" "GPAA1" NA NA NA NA
"3605" "ZNF790" NA NA NA NA
"3606" "MYO1C" NA NA NA NA
"3607" "SPG7" NA NA NA NA
"3608" "FCHSD1" NA NA NA NA
"3609" "S100A6" NA NA NA NA
"3610" "C1orf122" NA NA NA NA
"3611" "NOL8" NA NA NA NA
"3612" "IRAK4" NA NA NA NA
"3613" "ENTPD7" NA NA NA NA
"3614" "ZNF273" NA NA NA NA
"3615" "ZNF84" NA NA NA NA
"3616" "GRK6" NA NA NA NA
"3617" "CD2AP" NA NA NA NA
"3618" "ZNF248" NA NA NA NA
"3619" "HMGN5" NA NA NA NA
"3620" "MIER1" NA NA NA NA
"3621" "ZNF251" NA NA NA NA
"3622" "DDRGK1" NA NA NA NA
"3623" "ZNF334" NA NA NA NA
"3624" "DDX42" NA NA NA NA
"3625" "STYX" NA NA NA NA
"3626" "UCKL1" NA NA NA NA
"3627" "ZNF485" NA NA NA NA
"3628" "ZKSCAN8" NA NA NA NA
"3629" "FAM109A" NA NA NA NA
"3630" "ASNA1" NA NA NA NA
"3631" "WWP2" NA NA NA NA
"3632" "GFPT1" NA NA NA NA
"3633" "UVRAG" NA NA NA NA
"3634" "ITSN2" NA NA NA NA
"3635" "MGEA5" NA NA NA NA
"3636" "FAM115A" NA NA NA NA
"3637" "ZNF568" NA NA NA NA
"3638" "TPM2" NA NA NA NA
"3639" "YTHDF2" NA NA NA NA
"3640" "ZNF511" NA NA NA NA
"3641" "ZNF627" NA NA NA NA
"3642" "KCNRG" NA NA NA NA
"3643" "TLK1" NA NA NA NA
"3644" "MMP17" NA NA NA NA
"3645" "KLHL9" NA NA NA NA
"3646" "C6orf89" NA NA NA NA
"3647" "EIF1AY" NA NA NA NA
"3648" "C1orf85" NA NA NA NA
"3649" "FAM179B" NA NA NA NA
"3650" "LDB1" NA NA NA NA
"3651" "SMURF1" NA NA NA NA
"3652" "GPATCH3" NA NA NA NA
"3653" "FAM169A" NA NA NA NA
"3654" "TMEM184B" NA NA NA NA
"3655" "SCAMP5" NA NA NA NA
"3656" "ZNF521" NA NA NA NA
"3657" "FOXJ3" NA NA NA NA
"3658" "ARHGAP11A" NA NA NA NA
"3659" "DENND4B" NA NA NA NA
"3660" "ARHGEF15" NA NA NA NA
"3661" "FICD" NA NA NA NA
"3662" "R3HDM4" NA NA NA NA
"3663" "TSEN15" NA NA NA NA
"3664" "LTN1" NA NA NA NA
"3665" "RUNDC1" NA NA NA NA
"3666" "SFMBT2" NA NA NA NA
"3667" "SHISA4" NA NA NA NA
"3668" "KIAA1737" NA NA NA NA
"3669" "PRC1" NA NA NA NA
"3670" "MAP3K3" NA NA NA NA
"3671" "SREBF2" NA NA NA NA
"3672" "RASGEF1A" NA NA NA NA
"3673" "DCLRE1A" NA NA NA NA
"3674" "ATG9A" NA NA NA NA
"3675" "CCDC167" NA NA NA NA
"3676" "L3MBTL3" NA NA NA NA
"3677" "DMD" NA NA NA NA
"3678" "KIAA1279" NA NA NA NA
"3679" "PJA2" NA NA NA NA
"3680" "MIR302D" NA NA NA NA
"3681" "MIR367" NA NA NA NA
"3682" "SNORD35B" NA NA NA NA
"3683" "SNORA33" NA NA NA NA
"3684" "SNORD32A" NA NA NA NA
"3685" "SNORD52" NA NA NA NA
"3686" "SNORA62" NA NA NA NA
"3687" "GDI1" NA NA NA NA
"3688" "PCMTD2" NA NA NA NA
"3689" "FAM127B" NA NA NA NA
"3690" "CCDC160" NA NA NA NA
"3691" "EFCAB7" NA NA NA NA
"3692" "SYS1" NA NA NA NA
"3693" "INPP5B" NA NA NA NA
"3694" "CHIC1" NA NA NA NA
"3695" "GIGYF2" NA NA NA NA
"3696" "PFDN6" NA NA NA NA
"3697" "SPIN3" NA NA NA NA
"3698" "PBX2" NA NA NA NA
"3699" "AGER" NA NA NA NA
"3700" "MRPL38" NA NA NA NA
"3701" "STK19" NA NA NA NA
"3702" "SKIV2L" NA NA NA NA
"3703" "NELFE" NA NA NA NA
"3704" "C6orf48" NA NA NA NA
"3705" "LSM2" NA NA NA NA
"3706" "VARS" NA NA NA NA
"3707" "MBD5" NA NA NA NA
"3708" "ABHD16A" NA NA NA NA
"3709" "CSNK2B" NA NA NA NA
"3710" "PRRC2A" NA NA NA NA
"3711" "ZNF551" NA NA NA NA
"3712" "ZNF805" NA NA NA NA
"3713" "PPP1R10" NA NA NA NA
"3714" "GNL1" NA NA NA NA
"3715" "GNB2L1" NA NA NA NA
"3716" "GABBR1" NA NA NA NA
"3717" "MRPL53" NA NA NA NA
"3718" "ATXN2" NA NA NA NA
"3719" "C12orf73" NA NA NA NA
"3720" "SLC35B4" NA NA NA NA
"3721" "ZBTB10" NA NA NA NA
"3722" "E2F4" NA NA NA NA
"3723" "CPT1B" NA NA NA NA
"3724" "LCMT1" NA NA NA NA
"3725" "CDPF1" NA NA NA NA
"3726" "ITSN1" NA NA NA NA
"3727" "CRYZL1" NA NA NA NA
"3728" "ZNF316" NA NA NA NA
"3729" "NYNRIN" NA NA NA NA
"3730" "HN1L" NA NA NA NA
"3731" "RAB12" NA NA NA NA
"3732" "TRIM71" NA NA NA NA
"3733" "SETD5-AS1" NA NA NA NA
"3734" "MIR25" NA NA NA NA
"3735" "NUP62" NA NA NA NA
"3736" "FGFR1OP" NA NA NA NA
"3737" "SCAF8" NA NA NA NA
"3738" "KLHL23" NA NA NA NA
"3739" "SUPT4H1" NA NA NA NA
"3740" "NRAS" NA NA NA NA
"3741" "MXD3" NA NA NA NA
"3742" "COG8" NA NA NA NA
"3743" "ARHGAP19" NA NA NA NA
"3744" "LCAT" NA NA NA NA
"3745" "SIPA1" NA NA NA NA
"3746" "ERV3-1" NA NA NA NA
"3747" "SRA1" NA NA NA NA
"3748" "TMEM110" NA NA NA NA
"3749" "DNAJC9" NA NA NA NA
"3750" "C8orf82" NA NA NA NA
"3751" "ZBTB9" NA NA NA NA
"3752" "HEXA" NA NA NA NA
"3753" "LEPROT" NA NA NA NA
"3754" "ADAT3" NA NA NA NA
"3755" "ATF6B" NA NA NA NA
"3756" "C8orf44" NA NA NA NA
"3757" "CSNK1E" NA NA NA NA
"3758" "IRF9" NA NA NA NA
"3759" "CARKD" NA NA NA NA
"3760" "MRPL23" NA NA NA NA
"3761" "FBXO16" NA NA NA NA
"3762" "TSPAN4" NA NA NA NA
"3763" "CPNE1" NA NA NA NA
"3764" "MYCBP" NA NA NA NA
"3765" "ALG3" NA NA NA NA
"3766" "LINC00998" NA NA NA NA
"3767" "FIS1" NA NA NA NA
"3768" "HAUS3" NA NA NA NA
"3769" "STARD10" NA NA NA NA
"3770" "ZSWIM8" NA NA NA NA
"3771" "IFRD2" NA NA NA NA
"3772" "C22orf29" NA NA NA NA
"3773" "PHB2" NA NA NA NA
"3774" "GNL3LP1" NA NA NA NA
"3775" "NEURL4" NA NA NA NA
"3776" "PEX26" NA NA NA NA
"3777" "ZNF407" NA NA NA NA
"3778" "NPEPL1" NA NA NA NA
"3779" "RSC1A1" NA NA NA NA
"3780" "TSTD1" NA NA NA NA
"3781" "CYB5RL" NA NA NA NA
"3782" "IFI30" NA NA NA NA
"3783" "ZNF579" NA NA NA NA
"3784" "VAMP2" NA NA NA NA
"3785" "PPP3R1" NA NA NA NA
"3786" "PLXNA4" NA NA NA NA
"3787" "CEBPD" NA NA NA NA
"3788" "CCNL2" NA NA NA NA
"3789" "EPB41L4A-AS1" NA NA NA NA
"3790" "GLTPD1" NA NA NA NA
"3791" "" NA NA NA NA
"3792" "ADM5" NA NA NA NA
"3793" "" NA NA NA NA
"3794" "SMIM13" NA NA NA NA
"3795" "C17orf89" NA NA NA NA
"3796" "PLEKHM1" NA NA NA NA
"3797" "FAM195B" NA NA NA NA
"3798" "RUSC1-AS1" NA NA NA NA
"3799" "TMEM185B" NA NA NA NA
"3800" "C14orf132" NA NA NA NA
"3801" "C6orf47-AS1" NA NA NA NA
"3802" "" NA NA NA NA
"3803" "MIR3916" NA NA NA NA
"3804" "" NA NA NA NA
"3805" "" NA NA NA NA
"3806" "" NA NA NA NA
"3807" "" NA NA NA NA
"3808" "ZNF688" NA NA NA NA
"3809" "" NA NA NA NA
"3810" "HSBP1" NA NA NA NA
"3811" "" NA NA NA NA
"3812" "" NA NA NA NA
"3813" "" NA NA NA NA
"3814" "SNHG7" NA NA NA NA
"3815" "" NA NA NA NA
"3816" "" NA NA NA NA
"3817" "" NA NA NA NA
"3818" "ZSCAN31" NA NA NA NA
"3819" "TSPY26P" NA NA NA NA
"3820" "KIAA0040" NA NA NA NA
"3821" "" NA NA NA NA
"3822" "" NA NA NA NA
"3823" "ASH1L-AS1" NA NA NA NA
"3824" "" NA NA NA NA
"3825" "MIR600HG" NA NA NA NA
"3826" "" NA NA NA NA
"3827" "CDKN2AIPNL" NA NA NA NA
"3828" "RGL2" NA NA NA NA
"3829" "KIFC1" NA NA NA NA
"3830" "" NA NA NA NA
"3831" "" NA NA NA NA
"3832" "C9orf69" NA NA NA NA
"3833" "" NA NA NA NA
"3834" "SNORD10" NA NA NA NA
"3835" "" NA NA NA NA
"3836" "LY6G5B" NA NA NA NA
"3837" "COX19" NA NA NA NA
"3838" "" NA NA NA NA
"3839" "ISY1" NA NA NA NA
"3840" "RPP21" NA NA NA NA
"3841" "ARHGAP8" NA NA NA NA
"3842" "TMEFF1" NA NA NA NA
"3843" "PWP2" NA NA NA NA
"3844" "PI4KA" NA NA NA NA
"3845" "AMACR" NA NA NA NA
"3846" "MTFP1" NA NA NA NA
"3847" "" NA NA NA NA
"3848" "PEG10" NA NA NA NA
"3849" "DECR2" NA NA NA NA
"3850" "PCDHAC2" NA NA NA NA
"3851" "C7orf73" NA NA NA NA
"3852" "KCTD7" NA NA NA NA
"3853" "EFNA4" NA NA NA NA
"3854" "LEFTY1" NA NA NA NA
"3855" "TTC4" NA NA NA NA
"3856" "ZNF512" NA NA NA NA
"3857" "RBM12" NA NA NA NA
"3858" "NEAT1" NA NA NA NA
"3859" "SNHG6" NA NA NA NA
"3860" "" NA NA NA NA
"3861" "STARD4-AS1" NA NA NA NA
"3862" "" NA NA NA NA
"3863" "TWF2" NA NA NA NA
"3864" "PCDHAC1" NA NA NA NA
"3865" "PCDHA11" NA NA NA NA
"3866" "" NA NA NA NA
"3867" "" NA NA NA NA
"3868" "ZNF564" NA NA NA NA
"3869" "PVT1" NA NA NA NA
"3870" "PDCD6" NA NA NA NA
"3871" "SLC7A11-AS1" NA NA NA NA
"3872" "ZNF718" NA NA NA NA
"3873" "CHCHD10" NA NA NA NA
"3874" "IQCJ-SCHIP1" NA NA NA NA
"3875" "" NA NA NA NA
"3876" "THAP9-AS1" NA NA NA NA
"3877" "ZNF345" NA NA NA NA
"3878" "MALAT1" NA NA NA NA
"3879" "PCDHA12" NA NA NA NA
"3880" "" NA NA NA NA
"3881" "PCDHGB6" NA NA NA NA
"3882" "TUG1" NA NA NA NA
"3883" "ALG11" NA NA NA NA
"3884" "PCDHGA10" NA NA NA NA
"3885" "SLC2A3P1" NA NA NA NA
"3886" "" NA NA NA NA
"3887" "" NA NA NA NA
"3888" "ZNF260" NA NA NA NA
"3889" "" NA NA NA NA
"3890" "PCDHGB7" NA NA NA NA
"3891" "" NA NA NA NA
"3892" "" NA NA NA NA
"3893" "FPGT" NA NA NA NA
"3894" "MEX3A" NA NA NA NA
"3895" "" NA NA NA NA
"3896" "C14orf169" NA NA NA NA
"3897" "FDXACB1" NA NA NA NA
"3898" "RMST" NA NA NA NA
"3899" "PXN-AS1" NA NA NA NA
"3900" "APOPT1" NA NA NA NA
"3901" "ZNF10" NA NA NA NA
"3902" "SALL3" NA NA NA NA
"3903" "" NA NA NA NA
"3904" "A2ML1-AS1" NA NA NA NA
"3905" "" NA NA NA NA
"3906" "ZNF253" NA NA NA NA
"3907" "" NA NA NA NA
"3908" "KIAA1147" NA NA NA NA
"3909" "LSM14A" NA NA NA NA
"3910" "PWAR6" NA NA NA NA
"3911" "TMPO-AS1" NA NA NA NA
"3912" "" NA NA NA NA
"3913" "" NA NA NA NA
"3914" "" NA NA NA NA
"3915" "CUX1" NA NA NA NA
"3916" "" NA NA NA NA
"3917" "" NA NA NA NA
"3918" "" NA NA NA NA
"3919" "" NA NA NA NA
"3920" "" NA NA NA NA
"3921" "" NA NA NA NA
"3922" "" NA NA NA NA
"3923" "CEP95" NA NA NA NA
"3924" "" NA NA NA NA
"3925" "" NA NA NA NA
